MIDI Value,File 01,File 02,File 03,File 04,File 05,File 06,File 07,File 08,File 09,File 10,File 11,File 12,File 13,File 14,File 15,File 16,File 17,File 18
74,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1
75,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
76,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
77,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
78,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
79,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
80,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
